, UID       , Nat       , 2nd Nat   , Name                                  ,           ,           ,           ,
, 2002169936, GER       ,           , Phil Tolischus                        , 2         , 7         , 0         ,
, 2002169935, TUR       , GER       , Semih İnce                            , 2         , 16        , 2         ,
, 2002169934, GER       ,           , Eugen Dietrich                        , 2         , 15        , 0         ,
, 2002169933, GRE       , GER       , Giorgos Koutsikos                     , 3         , 3         , 1         ,
, 2002169932, GER       ,           , Moritz Fritz                          , 2         , 12        , 0         ,
, 2002169931, GER       ,           , Simon Hein                            , 3         , 2         , 0         ,
, 2002169930, KOS       , GER       , Enver Thaqi                           , 1         , 15        , 1         ,
, 2002169929, GER       ,           , Nico Fassold                          , 1         , 9         , 0         ,
, 2002169928, BRA       , GER       , Eduardo                               , 1         , 9         , 0         ,
, 2002169927, GER       , CRO       , Zoran Liklin                          , 1         , 11        , 0         ,
, 2002169926, ALB       , GER       , Endri Xhemaili                        , 2         , 12        , 1         ,
, 2002169925, GER       ,           , Justin Vollmann                       , 1         , 10        , 0         ,
, 2002169924, HUN       , GER       , Gyula Gőcze                           , 3         , 12        , 0         ,
, 2002169923, GER       ,           , Dominic Tobias                        , 2         , 10        , 0         ,
, 2002169922, GER       ,           , Yannick Lorenzen                      , 1         , 3         , 0         ,
, 2002169921, GER       ,           , Simon Baumann                         , 2         , 12        , 0         ,
, 2002169920, GER       ,           , Niko Latteier                         , 1         , 5         , 0         ,
, 2002169919, LUX       , GER       , Nicolas Jans                          , 2         , 13        , 0         ,
, 2002169918, GER       ,           , Bastian Krahl                         , 3         , 5         , 0         ,
, 2002169917, GER       ,           , Götz Feistle                          , 2         , 9         , 0         ,
, 2002169916, TUR       , GER       , Özkan Çiçek                           , 2         , 5         , 1         ,
, 2002169915, FRA       , GUI       , Cheick Sow                            , 2         , 15        , 3         ,
, 2002169914, TUN       , FRA       , Mohamed Tabboubi                      , 3         , 16        , 2         ,
, 2002169913, FRA       ,           , Philippe Gomis                        , 1         , 11        , 0         ,
, 2002169912, FRA       , REU       , Gaël Adekalom                         , 2         , 16        , 3         ,
, 2002169911, FRA       ,           , Patrick Gaudin                        , 3         , 3         , 0         ,
, 2002169910, TUR       , FRA       , Yüksel Doğan                          , 1         , 16        , 2         ,
, 2002169909, SEN       , FRA       , Mamadou Diack                         , 3         , 5         , 3         ,
, 2002169908, FRA       ,           , André Riviere                         , 1         , 12        , 1         ,
, 2002169907, FRA       ,           , Jean-Claude Courreges                 , 1         , 11        , 1         ,
, 2002169906, CRO       ,           , Mazen Ćubelić                         , 2         , 10        , 0         ,
, 2002169905, CRO       ,           , Lovro Maretić                         , 1         , 9         , 0         ,
, 2002169904, CRO       ,           , Blendi Srzentić                       , 3         , 11        , 1         ,
, 2002169903, CRO       , SVN       , Gregor Kocuvan                        , 1         , 15        , 0         ,
, 2002169902, CRO       ,           , Enio Sluga                            , 2         , 9         , 0         ,
, 2002169901, CRO       ,           , Aleksandar Gašparić                   , 2         , 3         , 0         ,
, 2002169900, CRO       ,           , Baltazar Lješević                     , 3         , 5         , 0         ,
, 2002169899, CRO       ,           , Damir Klarić                          , 2         , 12        , 0         ,
, 2002169898, CRO       ,           , Marinko Markota                       , 3         , 9         , 0         ,
, 2002169897, CRO       ,           , Lenny Radujković                      , 3         , 15        , 0         ,
, 2002169896, BIH       , CRO       , Josip Labak                           , 1         , 11        , 0         ,
, 2002169895, BIH       , CRO       , Nedim Hadzic                          , 1         , 12        , 0         ,
, 2002169894, CRO       , BIH       , Emir Mujezinovic                      , 2         , 2         , 0         ,
, 2002169893, CRO       , SRB       , David Marić                           , 2         , 15        , 0         ,
, 2002169865, MNE       , SRB       , Slobodan Vujović                      , 3         , 5         , 0         ,
, 2002169864, SRB       ,           , Davor Savić                           , 2         , 12        , 0         ,
, 2002169863, BIH       ,           , Fahrudin Hrustanovic                  , 1         , 12        , 0         ,
, 2002169862, SRB       ,           , Dragoljub Đorđević                    , 1         , 3         , 0         ,
, 2002169861, SRB       ,           , Igor Milutinović                      , 3         , 16        , 1         ,
, 2002169860, SRB       ,           , Aleksandar Kovačević                  , 1         , 2         , 0         ,
